ECON4A,ECON4B,HHINCOME,EDUCATION,AGE7,SU_ID
1,1,8,6,5,25812969
4,4,3,4,5,25813119
3,2,1,3,1,25816176
1,1,6,5,6,25818536
4,3,2,1,4,25821801
4,2,7,5,5,25823887
1,1,7,6,6,25827239
1,1,8,6,5,25834584
1,1,5,4,6,25834891
3,1,7,6,6,25836838
5,5,4,3,5,25838976
1,1,5,4,2,25846105
4,4,6,2,5,25847825
3,4,6,4,2,25848249
1,1,6,5,3,25848299
5,5,2,3,6,25849907
5,5,1,2,2,25851558
1,1,9,2,4,25856038
5,5,6,5,6,25856735
1,1,8,5,5,25857873
3,3,5,6,4,25859903
1,2,9,6,5,25860577
2,2,8,6,6,25863028
1,1,9,3,4,25867197
1,1,8,5,2,25867342
2,1,3,2,3,25868309
1,1,3,5,5,25869700
2,2,9,7,4,25870062
1,2,7,5,5,25873446
1,1,8,6,3,25875137
4,4,2,4,6,25876813
2,2,8,6,7,25877026
1,1,8,6,4,25877597
1,1,3,6,1,25883031
5,5,5,7,7,25884589
4,4,6,5,4,25884943
3,1,5,5,5,25884996
2,2,6,3,3,25885449
1,1,4,2,4,25886342
1,1,4,3,4,25887479
1,1,8,6,4,25891262
1,1,9,7,4,25891283
5,5,7,4,6,25892920
2,2,7,6,3,25893337
5,4,8,6,6,25893429
5,5,2,1,6,25893975
1,1,9,5,5,25894578
3,2,2,6,2,25896227
1,1,8,5,2,25897966
1,1,7,5,3,25898243
3,3,2,3,4,25900782
5,5,1,4,6,25901973
2,2,7,6,5,25903303
5,2,6,5,6,25903447
1,1,8,7,4,25904851
1,1,6,3,5,25905067
3,3,3,3,5,25906869
1,3,5,5,5,25908147
3,3,9,6,6,25910324
5,5,6,5,5,25910792
5,5,7,3,6,25911860
1,1,8,6,3,25913868
5,2,1,1,5,25914509
5,5,3,3,6,25916496
5,5,4,3,5,25917870
5,5,7,2,6,25918967
3,2,3,3,4,25919694
2,3,1,1,1,25920482
1,1,5,2,1,25922510
1,1,6,5,4,25924360
5,5,8,5,6,25926709
5,5,4,4,6,25927496
1,1,5,2,2,25932476
1,1,9,5,5,25933809
1,1,3,1,1,25935010
1,1,4,7,2,25935408
3,3,5,5,2,25937425
5,1,7,5,6,25941265
2,3,4,5,3,25942511
1,1,8,6,3,25945509
5,5,5,1,6,25947117
5,5,8,6,7,25948313
4,3,3,3,2,25949178
1,1,7,7,2,25949610
5,5,6,4,6,25950464
2,2,8,7,3,25951629
3,3,6,5,3,25952203
3,3,3,5,5,25953544
1,1,6,6,3,25955540
5,5,2,4,5,25957240
5,5,2,1,7,25958323
1,1,8,5,2,25959113
3,3,3,5,2,25959223
2,2,7,6,2,25960570
1,1,8,5,2,25963392
5,5,2,1,7,25963800
2,2,7,5,2,25964053
5,5,7,6,7,25967592
1,1,7,5,2,25969111
3,2,3,4,1,25970764
2,2,2,5,2,25971154
1,1,8,5,2,25971161
5,5,8,5,6,25971236
1,2,9,6,5,25973155
2,2,8,6,2,25973273
1,2,2,5,3,25973336
1,1,7,5,6,25973566
2,2,7,6,6,25974668
5,5,4,2,7,25980403
1,1,9,7,2,25983604
2,2,7,6,3,25984287
3,2,2,3,6,25988510
5,5,4,5,5,25990384
5,5,8,7,5,25991379
5,4,9,6,7,25992207
1,1,5,4,6,25992689
2,3,6,5,5,25994115
4,3,8,5,3,26001313
5,5,7,6,7,26005526
3,2,6,4,3,26006203
5,5,6,4,7,26013144
1,1,6,2,5,26014312
1,1,7,2,2,26014976
5,5,4,3,7,26016772
2,3,9,5,2,26018566
4,4,7,4,5,26021571
1,1,8,4,2,26022440
5,5,7,7,6,26022682
1,1,7,6,2,26024639
5,5,9,5,6,26025022
3,4,5,7,2,26026436
3,2,7,6,3,26031581
5,4,7,5,6,26032026
1,2,4,5,2,26033018
2,2,7,5,5,26037990
3,3,1,6,2,26039220
4,5,4,1,5,26039249
1,1,8,5,1,26039583
5,5,6,2,7,26042990
4,3,9,5,2,26043707
1,1,4,2,5,26044644
2,2,6,7,2,26050066
2,2,8,5,1,26050575
1,1,8,5,5,26051005
5,4,9,5,4,26063230
2,2,2,7,4,26064487
1,1,1,5,1,26064488
2,2,7,5,6,26067051
5,5,6,5,6,26067359
1,1,8,7,7,26067796
3,2,1,5,1,26068827
1,1,5,3,4,26069373
5,5,1,5,2,26069443
1,1,8,6,6,26069872
5,5,6,3,6,26070620
5,1,6,5,2,26072964
4,4,7,6,5,26073291
4,3,9,6,5,26074403
5,5,6,4,6,26074915
3,1,9,5,2,26080125
5,5,7,5,6,26083007
1,1,8,5,5,26086586
2,2,3,4,3,26094847
4,3,6,4,1,26096414
1,2,9,6,5,26096565
1,1,6,3,5,26097369
1,1,5,2,6,26097623
2,2,9,5,2,26097913
3,3,7,6,2,26098926
4,4,3,5,6,26104495
1,1,6,3,1,26106130
1,1,5,1,2,26108479
1,1,9,6,5,26112285
3,2,8,3,3,26116026
5,5,6,5,6,26116638
5,5,6,3,2,26121093
1,1,7,6,3,26121445
4,4,7,5,3,26122530
5,5,6,4,7,26122915
5,5,2,2,6,26126074
1,2,9,5,4,26127521
5,5,2,1,4,26132246
2,2,8,6,5,26132972
2,2,7,5,4,26133063
1,1,6,4,3,26133191
4,4,1,2,2,26134320
1,1,9,7,4,26135601
5,3,7,6,5,26138380
3,2,5,4,5,26138456
4,3,6,6,3,26144696
5,5,5,5,7,26145500
1,1,9,7,2,26145939
5,5,6,3,7,26146179
1,1,7,4,3,26146597
5,5,6,3,7,26146854
1,1,8,4,5,26151346
5,4,9,4,5,26151878
5,5,2,1,6,26156282
4,4,9,6,6,26156840
1,1,7,3,5,26157296
4,3,6,6,3,26160016
1,1,6,5,6,26160371
1,1,3,5,4,26164525
1,1,5,3,5,26165137
2,2,4,3,2,26165591
5,3,4,5,3,26166850
1,1,3,3,5,26170907
4,3,8,5,1,26171292
3,3,8,6,3,26173083
5,5,2,3,6,26173567
1,1,8,6,4,26174345
5,5,2,6,4,26177898
1,1,9,6,5,26180125
2,2,8,6,4,26182999
1,1,9,5,3,26187783
5,5,9,4,7,26189701
5,5,7,3,6,26191388
1,1,9,7,3,26191457
5,5,6,6,5,26196669
1,1,9,5,4,26196994
1,1,8,6,4,26197424
5,5,1,6,6,26198067
1,1,5,5,1,26198143
4,4,4,2,2,26200216
1,1,4,6,2,26202932
5,5,5,3,7,26204521
1,1,6,5,2,26204720
5,5,8,7,7,26204980
5,5,4,4,6,26205606
1,1,8,6,3,26207911
1,1,3,6,2,26209238
1,1,4,3,2,26212718
1,1,5,3,5,26214458
2,1,5,6,2,26215746
1,1,9,6,6,26219286
2,3,8,4,5,26219823
4,4,1,4,3,26220423
5,5,6,4,7,26221257
1,1,1,3,1,26222812
1,1,5,5,4,26223156
5,4,6,6,4,26223697
4,3,2,5,5,26229344
3,2,6,5,1,26229893
5,5,7,5,6,26231626
1,1,1,2,3,26231895
1,1,9,2,4,26232498
1,1,7,3,3,26234900
3,2,6,7,2,26235340
5,4,8,3,5,26238207
5,5,6,2,7,26243147
5,5,7,7,7,26244818
5,5,4,3,7,26245333
1,1,8,6,5,26247634
5,5,5,2,6,26251996
1,1,8,6,3,26252582
2,3,9,6,4,26261938
1,1,6,7,4,26263556
1,1,5,4,1,26265450
2,2,5,5,2,26266908
2,1,4,3,2,26271558
1,1,9,1,3,26273132
2,1,7,5,3,26273903
5,5,8,5,4,26275609
5,5,7,7,7,26277647
2,2,9,3,5,26278922
1,1,4,2,5,26284776
5,5,2,3,7,26285540
2,3,7,2,4,26286764
2,2,5,5,2,26287437
1,1,8,5,3,26295757
2,3,6,6,2,26295910
5,5,4,3,5,26296066
1,1,7,4,4,26299664
5,4,3,5,5,26301372
4,3,2,2,1,26304415
5,4,7,5,3,26305420
1,3,7,5,2,26308759
5,5,4,3,6,26309533
5,5,9,6,4,26309851
1,1,7,2,3,26310919
2,1,6,5,3,26311051
1,1,6,5,2,26313502
1,1,6,2,3,26317284
1,2,5,3,5,26318224
5,5,7,4,6,26319363
1,1,7,3,3,26319417
1,1,9,5,3,26320711
4,3,3,7,4,26322214
1,1,8,7,5,26326035
5,5,9,4,7,26328485
5,5,3,3,6,26331795
5,5,3,2,3,26333356
2,5,2,5,5,26334858
1,1,9,6,6,26335667
4,4,5,5,2,26337181
3,3,7,5,2,26338974
5,5,7,6,6,26339719
1,1,6,3,5,26340090
1,1,7,3,2,26340658
2,2,1,3,4,26350103
5,5,1,2,3,26351861
1,1,7,5,5,26352239
5,5,4,6,6,26354355
5,5,8,7,7,26354733
5,5,6,3,7,26360023
3,3,6,7,5,26361256
2,2,8,5,5,26364870
5,5,1,3,2,26365158
2,2,9,6,2,26367908
5,1,2,5,5,26373786
1,1,8,6,6,26373921
5,5,2,6,6,26374868
4,4,7,6,6,26375952
4,4,9,7,3,26376884
2,2,9,5,5,26378190
5,5,6,5,5,26380536
4,4,4,3,1,26385277
5,1,3,5,1,26386093
1,3,7,5,4,26387782
1,1,6,5,3,26398664
5,5,2,3,4,26399794
4,4,3,5,2,26400094
5,5,3,1,3,26400569
5,5,4,4,7,26401683
5,5,4,3,6,26403877
3,2,3,3,4,26403902
3,3,6,5,6,26406119
3,3,5,3,6,26406623
1,2,9,5,4,26408802
1,1,9,7,3,26419382
3,3,9,5,4,26423003
5,5,6,6,7,26425191
3,2,1,3,5,26426608
4,4,1,2,3,26427908
5,5,6,6,6,26428402
4,3,3,7,5,26428823
1,1,6,5,2,26432833
5,5,7,3,6,26433843
5,5,3,6,5,26435253
5,5,7,6,6,26436537
4,3,6,4,5,26436673
2,1,6,5,5,26436936
2,2,9,7,2,26438290
1,1,9,5,4,26438539
3,3,6,6,2,26440471
1,1,4,2,4,26441655
3,2,8,7,7,26441770
3,3,9,6,5,26442193
2,2,2,2,5,26446870
1,1,8,6,3,26447128
1,1,4,4,5,26448695
1,1,8,2,4,26448902
1,1,9,6,6,26449419
1,1,9,5,4,26452421
2,2,7,7,2,26452539
5,5,8,6,6,26457781
2,2,9,5,3,26466020
1,1,7,6,4,26469328
1,1,3,3,3,26471715
5,5,8,5,7,26472155
5,5,5,3,7,26477341
5,5,8,6,6,26480999
5,5,8,4,5,26481683
4,4,6,6,6,26481830
1,1,6,3,6,26481971
5,5,4,3,5,26483243
1,1,9,6,3,26484384
1,1,9,7,3,26485811
2,2,9,4,3,26485892
2,2,5,5,2,26487144
5,5,9,5,5,26489698
1,1,9,6,4,26492446
3,3,9,6,3,26496433
2,2,1,1,3,26497263
5,5,3,1,6,26498687
4,5,2,2,2,26504346
4,4,7,5,4,26506794
3,3,7,7,6,26509167
4,3,9,6,5,26511657
3,3,5,2,5,26512703
5,4,8,3,3,26512945
2,3,7,6,2,26513087
1,1,5,5,2,26514422
4,4,3,1,4,26516547
1,1,9,5,4,26517522
1,1,6,2,4,26520174
1,2,5,7,3,26521556
1,1,9,7,5,26523289
3,1,7,5,4,26523776
1,1,7,6,4,26524526
4,3,2,1,2,26524732
5,5,7,4,6,26525288
3,2,6,5,6,26525674
5,5,6,4,6,26525926
5,3,2,3,5,26527663
3,2,3,1,3,26527844
1,2,2,3,2,26528994
5,4,4,3,5,26533359
1,1,5,2,3,26533469
2,2,3,3,6,26534135
1,1,8,7,3,26535792
2,2,9,7,3,26535948
2,3,3,2,4,26536278
5,5,6,3,6,26536677
2,1,8,4,5,26538094
2,1,6,6,6,26539065
5,5,3,2,6,26540678
1,1,6,5,3,26541456
1,1,8,3,1,26545138
5,4,8,7,6,26551178
5,5,5,2,6,26554464
3,3,3,4,6,26554912
5,5,6,6,6,26562578
5,5,9,4,4,26563149
1,1,6,5,5,26563406
1,3,7,6,3,26566068
1,1,7,7,7,26567509
2,2,7,4,5,26569509
2,3,6,5,3,26569961
1,1,7,7,3,26572385
2,2,8,6,6,26572387
1,1,6,5,5,26575830
1,2,2,3,6,26577126
5,5,7,6,7,26578958
1,1,6,6,6,26579259
3,3,2,2,3,26579664
1,1,7,6,3,26582327
2,2,9,2,4,26584088
5,5,1,5,3,26584922
5,5,9,4,5,26591720
1,1,3,5,1,26596344
4,3,2,6,3,26598224
5,5,3,1,5,26598257
1,1,1,3,2,26603558
5,3,2,5,6,26605462
1,1,6,3,5,26606879
2,2,1,2,3,26607675
4,3,3,5,6,26608532
3,3,6,6,5,26608559
1,1,9,7,5,26609844
3,1,8,6,7,26609959
1,1,7,6,4,26610285
5,4,8,6,5,26611285
5,5,4,5,6,26611517
1,1,8,4,5,26613333
5,5,7,6,6,26615901
5,5,3,3,4,26619869
2,2,5,4,5,26620314
1,1,4,5,5,26620541
3,3,4,6,3,26621006
5,5,8,6,6,26621163
1,1,1,4,5,26622123
5,5,5,4,3,26623188
1,2,3,1,4,26626966
5,5,6,7,5,26627324
3,3,6,6,3,26627443
2,3,7,3,3,26628764
5,5,8,2,7,26633014
5,5,6,7,7,26638471
5,3,9,6,5,26640939
1,1,7,7,5,26642139
3,1,4,3,4,26643232
5,5,3,3,5,26643386
3,1,5,3,3,26650493
2,2,6,6,3,26652901
2,2,6,5,6,26653139
5,3,1,2,5,26656110
3,4,2,2,4,26657441
1,1,1,1,3,26662618
4,4,6,5,3,26664610
4,4,2,2,4,26664998
3,3,3,3,2,26666040
1,1,9,6,3,26669156
2,2,9,7,6,26670868
1,1,6,2,5,26671148
1,3,2,1,3,26674671
1,1,1,5,1,26676415
3,3,6,6,3,26676600
5,5,7,5,7,26684368
1,1,7,5,3,26684704
5,5,6,5,4,26688515
1,1,6,4,2,26694754
2,2,4,3,2,26695313
5,5,6,7,6,26696831
1,1,9,6,2,26700018
1,1,7,3,5,26700379
1,1,9,7,5,26702947
1,1,6,5,2,26704638
4,4,6,5,5,26705260
4,4,9,6,3,26706661
5,5,1,2,4,26706981
1,2,3,7,2,26707556
2,3,3,2,3,26707704
4,4,2,5,7,26708256
3,1,3,5,2,26710807
2,2,3,2,5,26715074
4,4,3,1,7,26723987
5,5,8,5,7,26724722
1,1,9,5,2,26728524
1,1,3,5,2,26729282
3,2,5,5,3,26729729
4,3,6,5,3,26731985
5,5,8,7,7,26732594
4,4,7,7,4,26732789
2,2,9,5,4,26734668
1,1,9,6,3,26735220
1,1,5,2,1,26735299
5,5,4,6,6,26735465
5,5,5,3,7,26737454
2,3,8,5,2,26738344
1,1,5,3,3,26739085
5,5,1,7,3,26739368
1,1,6,6,3,26739871
3,3,3,3,2,26740719
1,1,8,4,4,26741396
5,5,1,2,6,26742142
2,2,6,5,3,26743930
5,4,3,2,3,26745251
3,3,7,6,4,26745703
5,4,3,1,1,26747114
1,1,7,5,2,26747538
1,1,9,5,3,26748107
2,2,4,6,2,26748291
5,3,9,5,5,26753679
5,5,2,5,3,26753929
5,5,2,3,7,26754542
5,5,4,4,6,26754571
2,2,6,2,5,26757730
5,5,4,2,7,26757959
4,3,3,5,3,26761433
1,1,5,3,3,26763655
5,5,7,4,6,26764222
5,5,7,5,5,26774420
5,5,6,5,6,26778649
3,3,3,3,3,26780694
4,4,9,6,6,26781703
1,1,8,6,3,26784763
1,1,5,6,2,26786786
5,5,1,3,7,26790826
1,1,8,7,3,26791024
2,1,4,6,4,26792821
1,1,6,6,5,26796548
1,1,3,2,2,26797112
3,2,7,3,2,26797548
1,2,9,6,6,26799498
1,1,6,3,5,26801105
1,3,7,5,4,26802898
1,2,5,5,5,26803099
1,1,1,2,1,26803507
5,5,3,5,4,26803988
4,4,1,3,1,26804741
3,3,5,5,3,26810206
1,1,7,4,3,26810776
4,3,6,5,6,26812321
2,1,7,6,2,26812409
5,5,7,5,5,26817087
1,1,6,5,3,26819216
5,5,5,6,6,26821841
3,3,4,2,2,26821998
1,1,6,5,5,26822467
2,2,9,5,3,26824168
5,5,7,5,6,26824888
5,5,6,5,7,26825718
3,2,6,2,1,26828752
2,2,9,6,2,26830460
2,2,8,5,4,26830473
2,2,9,6,6,26831017
4,1,5,5,5,26832682
4,3,8,5,3,26835031
5,5,8,7,7,26835352
2,3,5,5,2,26837050
4,4,1,1,1,26837930
1,1,9,5,5,26838558
3,3,6,6,3,26839828
2,3,7,6,2,26840424
4,4,3,5,7,26842010
1,1,2,6,2,26847311
1,1,6,4,3,26849923
5,4,2,4,4,26851761
1,1,8,7,4,26852667
2,3,5,4,6,26853704
5,5,5,5,1,26854078
1,1,6,2,1,26854360
4,3,1,3,1,26855189
2,3,4,5,1,26858651
4,3,7,5,2,26860418
3,3,1,2,2,26860609
5,5,5,5,6,26861061
1,1,6,5,5,26861788
1,1,9,6,3,26864313
4,4,5,2,4,26868605
1,1,3,2,3,26869108
3,3,3,2,2,26869370
1,1,8,5,3,26872953
5,5,7,5,6,26877024
3,2,8,7,3,26881960
3,1,3,4,1,26882357
1,1,9,6,3,26886331
1,1,3,5,1,26886426
1,2,6,5,2,26888065
1,1,7,6,2,26890955
4,3,3,6,5,26891599
5,3,2,2,3,26891744
2,3,8,3,6,26894680
3,3,4,1,2,26898243
5,5,8,3,5,26898982
2,2,4,5,5,26900874
2,2,6,5,4,26903750
3,3,7,5,5,26907091
1,1,9,7,4,26910533
2,2,8,6,2,26912892
5,5,1,3,3,26912962
5,3,4,5,5,26913216
5,5,9,6,6,26913461
5,5,2,5,7,26919478
1,1,6,6,5,26922070
1,1,9,5,5,26923719
3,3,9,3,4,26927114
3,2,8,5,1,26933777
1,1,8,5,3,26934442
1,1,4,2,4,26935296
5,5,7,5,6,26936826
5,5,2,3,6,26939063
5,5,9,7,5,26942731
4,4,3,2,3,26944288
4,2,4,4,3,26949536
4,4,5,6,2,26953487
5,5,8,6,7,26953564
2,1,7,7,2,26954028
5,5,8,5,5,26954683
1,1,8,6,2,26954919
5,4,6,2,7,26968421
1,2,6,7,5,26968885
1,1,8,5,2,26969409
1,1,8,6,2,26970542
5,5,6,7,6,26972327
5,5,6,5,7,26985249
3,2,6,3,1,26985780
3,3,6,1,5,26990490
3,3,9,4,6,26993234
5,5,5,6,7,26998127
2,2,7,5,5,26998937
4,3,2,7,5,27000085
1,1,7,7,2,27000288
1,2,8,7,3,27001763
5,5,8,5,7,27001834
5,5,2,6,6,27002956
1,1,7,5,2,27003164
5,5,4,6,7,27004313
5,5,1,2,4,27004911
5,4,2,3,7,27006868
1,1,7,6,6,27007620
1,1,3,6,2,27009214
2,2,8,5,2,27010638
1,1,6,1,4,27014048
1,1,6,6,3,27017414
5,1,2,3,5,27017610
1,1,3,3,2,27018588
3,3,3,5,5,27019132
5,5,4,4,6,27020090
1,1,6,6,5,27020369
5,5,9,5,4,27020667
5,5,6,6,6,27026453
5,5,7,6,7,27027797
5,3,4,2,4,27029313
2,2,7,5,2,27032966
5,4,7,5,5,27036353
5,5,9,5,6,27037311
1,2,9,5,2,27038099
5,5,5,4,3,27038238
1,1,6,3,4,27038437
3,2,6,2,5,27040329
5,5,9,6,6,27041112
1,1,8,6,4,27043673
5,5,2,2,7,27044668
5,5,9,6,6,27045122
5,5,4,6,6,27050466
5,5,7,5,6,27052799
5,5,2,2,6,27057914
5,5,9,7,7,27059662
1,1,7,5,5,27060463
1,1,6,3,3,27060987
5,5,9,6,6,27061608
1,1,8,5,5,27063140
5,5,4,2,7,27066190
1,1,8,7,3,27070447
3,3,5,2,6,27073394
3,2,2,2,2,27075186
5,5,6,2,5,27076089
1,1,6,7,6,27077713
1,1,7,5,6,27077928
2,2,8,6,3,27078418
5,5,4,5,7,27079301
2,2,6,5,2,27083583
4,3,8,5,4,27084402
5,5,2,2,4,27084865
5,5,9,5,4,27086617
1,1,9,5,3,27090784
1,1,9,5,1,27098994
2,2,9,6,3,27099250
5,5,4,7,7,27103349
5,5,7,6,6,27105142
5,5,5,5,7,27108075
1,2,9,5,3,27108739
5,5,8,4,5,27111919
5,5,1,2,6,27114397
1,2,1,3,1,27114854
1,1,7,4,4,27115475
1,1,6,5,2,27116163
5,5,7,5,5,27116692
5,5,2,4,5,27119433
5,5,7,6,7,27123473
1,1,8,6,5,27125055
5,5,8,5,5,27125816
5,5,6,5,6,27128357
5,3,1,3,3,27129540
1,1,8,3,5,27136885
4,4,3,2,5,27137815
3,3,3,5,2,27142339
1,1,6,3,4,27144715
5,5,3,5,6,27145015
3,3,8,6,3,27149389
1,1,9,6,3,27153719
1,1,4,2,5,27156451
5,5,7,6,6,27158688
1,1,6,2,3,27159461
3,2,9,5,2,27161650
3,2,6,2,5,27164278
3,1,5,3,1,27168260
1,1,6,5,2,27169098
1,1,7,7,6,27173176
1,1,9,5,3,27180258
1,1,5,2,5,27183958
5,5,2,5,6,27191840
5,5,5,3,6,27194012
1,1,6,6,2,27195956
1,1,6,3,3,27198146
5,5,8,4,7,27198426
2,2,9,3,5,27200057
3,2,6,3,2,27200551
3,2,6,3,2,27200667
4,3,3,2,5,27201198
1,1,5,3,5,27202895
1,1,8,6,5,27206244
1,1,9,3,1,27210168
2,3,8,5,2,27213839
1,1,9,3,3,27214402
2,3,9,6,5,27214413
1,1,7,5,2,27214556
5,5,6,7,5,27215014
1,2,8,5,4,27217431
5,5,6,3,7,27219390
4,4,6,3,3,27219594
5,5,5,3,6,27222106
1,1,4,1,4,27222629
5,5,8,6,6,27225933
1,1,8,6,5,27226437
5,5,7,4,7,27230844
5,5,4,3,7,27233890
1,1,8,5,3,27234457
1,1,8,5,4,27235156
5,5,6,6,7,27236024
3,3,6,2,6,27236044
5,5,5,1,7,27236918
5,5,7,7,6,27238849
5,5,3,4,6,27241172
5,5,6,7,7,27242295
5,5,8,4,6,27243288
1,1,9,3,3,27243708
3,3,8,6,4,27247006
5,5,2,3,6,27248727
5,5,2,3,6,27249627
4,4,7,7,6,27250167
5,5,6,5,6,27253476
1,1,1,2,5,27253922
5,5,7,2,5,27256187
4,2,7,5,5,27260087
2,2,3,6,6,27262090
4,3,2,5,4,27264026
1,1,5,5,5,27265726
4,2,5,3,1,27267325
2,3,9,6,5,27267891
1,1,3,5,3,27268824
3,3,5,5,5,27268970
5,1,6,3,5,27274112
5,2,5,4,6,27275950
5,5,6,4,5,27280387
5,5,8,5,7,27282070
1,1,8,6,6,27285439
2,4,8,5,5,27286146
2,3,2,2,1,27286827
2,3,2,3,1,27288473
1,1,9,6,4,27288477
5,5,7,7,6,27290437
2,2,4,6,4,27290666
1,2,9,6,7,27291251
4,2,8,5,4,27292175
5,3,6,6,7,27292550
2,3,8,4,4,27293421
5,5,3,3,5,27297072
1,1,1,3,2,27304298
1,1,7,5,6,27306853
5,5,4,2,6,27308898
5,3,6,3,4,27309082
1,1,8,7,3,27311147
1,1,9,5,6,27311740
5,5,6,5,6,27312661
1,1,7,3,5,27316035
2,2,4,5,2,27317070
5,5,1,2,5,27319156
4,3,1,3,5,27320252
1,1,7,3,5,27322733
4,3,6,3,2,27330062
1,1,6,5,4,27336902
1,1,6,3,4,27337057
1,1,9,4,5,27341700
5,5,6,3,5,27343888
5,5,6,3,7,27343894
4,3,2,5,2,27344927
1,1,5,5,1,27347838
1,1,8,6,4,27348121
1,1,4,6,2,27350832
5,5,6,3,6,27352450
1,1,1,1,1,27352882
5,4,1,3,2,27358752
1,1,9,6,4,27360188
5,5,7,5,7,27360979
5,5,2,5,6,27362201
2,3,8,5,5,27362402
1,1,7,5,3,27363782
5,5,4,3,6,27365499
1,1,8,6,3,27366470
4,4,6,5,6,27376014
5,5,5,3,6,27377198
3,3,8,5,1,27381096
5,5,6,3,5,27381477
3,2,3,2,3,27384831
3,1,3,4,4,27385728
5,5,2,2,7,27387407
5,4,2,5,1,27388640
2,2,8,6,5,27391001
4,3,2,3,2,27392291
1,1,4,5,4,27396320
4,4,7,5,7,27398470
1,1,9,7,4,27401240
5,5,8,2,2,27405407
2,2,8,6,6,27406965
5,5,9,5,3,27408517
4,4,5,6,6,27412803
1,1,9,6,4,27413381
5,5,3,2,5,27414404
5,5,2,5,2,27416668
5,5,3,3,6,27416937
4,4,3,2,5,27418444
5,5,6,2,5,27421260
4,4,2,3,6,27424225
1,3,9,5,5,27425769
1,1,4,7,2,27425810
5,5,7,4,6,27427734
5,5,9,6,6,27427797
4,3,9,6,4,27430346
5,5,6,5,6,27436527
1,1,9,2,5,27439087
1,1,8,6,4,27440440
5,5,7,5,6,27443772
2,3,6,5,3,27444174
1,1,9,6,4,27444446
5,5,7,4,6,27444573
5,5,2,3,4,27445275
2,2,3,3,5,27447902
2,2,7,7,5,27448102
1,1,8,4,4,27449556
1,1,8,5,4,27451829
1,1,8,5,4,27452086
1,2,8,6,2,27452364
3,3,5,2,1,27453439
2,2,2,1,7,27458441
5,5,8,3,6,27459558
5,5,9,7,6,27459613
1,1,4,4,7,27460169
1,1,7,5,4,27460233
1,2,8,6,3,27461587
5,5,2,2,6,27461663
2,1,6,2,4,27462848
4,4,6,6,3,27463978
1,1,5,7,5,27464388
5,5,7,6,7,27464708
5,5,4,4,2,27467771
1,1,9,5,4,27472261
5,5,9,5,7,27473065
5,5,5,1,7,27478565
1,1,6,4,3,27485360
1,1,4,3,2,27486885
5,3,4,2,5,27488973
2,2,4,4,5,27489382
2,2,6,2,2,27490432
5,5,6,5,7,27492047
1,2,8,4,5,27497685
3,3,5,5,6,27498019
1,1,9,7,6,27499050
2,2,4,6,5,27499713
1,2,6,5,3,27500697
5,1,6,7,2,27501298
3,1,6,6,3,27501303
5,5,6,6,4,27504779
5,5,6,6,6,27508516
1,1,9,5,3,27508528
5,5,9,4,5,27510029
1,1,9,7,3,27513270
5,5,5,5,5,27513755
3,3,6,3,3,27514905
1,1,9,5,5,27515147
1,1,7,5,5,27516161
2,2,3,5,6,27518773
1,1,6,6,5,27521151
1,1,6,5,4,27523931
3,2,4,3,4,27527013
1,1,7,5,6,27527395
5,4,8,2,6,27530222
3,5,9,6,5,27532658
5,5,4,1,5,27536109
1,1,4,5,6,27545601
1,1,7,6,3,27548084
5,5,5,7,6,27549148
1,1,4,5,5,27550866
1,1,8,6,5,27553266
1,1,6,6,2,27553528
5,4,6,3,5,27554413
4,4,6,6,7,27556367
5,5,8,5,6,27556590
5,5,6,3,6,27559099
5,3,6,6,5,27559973
4,4,2,7,5,27560214
4,4,1,1,1,27560684
1,1,8,5,4,27567356
1,1,5,5,5,27569606
1,1,8,5,2,27572935
3,3,7,5,2,27573102
5,5,3,2,6,27573692
1,1,6,6,4,27574939
1,1,6,5,3,27578622
1,1,7,5,2,27583829
5,5,9,7,6,27588712
5,5,2,3,5,27591301
5,3,4,3,4,27591624
1,1,9,5,4,27594331
5,5,2,3,4,27595354
2,2,3,5,2,27596385
2,2,8,5,5,27596618
5,5,5,5,7,27610895
5,5,3,5,6,27614065
5,5,1,1,5,27616870
4,4,4,4,4,27621414
1,1,7,6,5,27622239
1,1,8,7,3,27623813
5,5,6,3,7,27627041
1,1,8,7,4,27627375
5,5,7,4,6,27630620
3,3,8,6,2,27632861
1,1,8,7,4,27632902
1,1,4,5,5,27633822
1,1,8,5,6,27633911
5,5,8,2,6,27636215
2,1,5,6,1,27636289
4,2,3,6,7,27643044
1,1,7,6,2,27643515
5,5,6,4,7,27647989
2,2,9,3,4,27648646
5,5,3,3,7,27650882
2,2,9,4,5,27652673
5,5,6,4,6,27657378
1,1,7,6,3,27660268
5,5,7,3,7,27665866
1,1,4,3,2,27668806
5,5,9,6,6,27669106
5,4,7,5,6,27671472
1,1,7,6,5,27672152
5,1,9,7,3,27672515
1,1,9,7,6,27674098
1,1,6,5,6,27676189
1,1,9,6,2,27678750
5,5,8,3,6,27681737
5,5,6,6,7,27683341
2,2,3,2,1,27683543
2,3,3,5,1,27686397
5,5,5,3,6,27690109
5,5,9,6,6,27693124
1,1,8,6,2,27694697
4,4,6,3,5,27695678
2,2,8,3,1,27696353
4,4,4,5,6,27696440
5,5,4,3,7,27697009
1,1,7,5,2,27697341
5,5,3,1,7,27699136
1,1,8,5,3,27699566
1,1,9,5,4,27701202
5,4,6,6,7,27702949
