AGE7,SU_ID,ECON6A_2,ECON6C_2,ECON5A_B2,GENDER2,RACETH2,P_DENSE2,question
4,40003122,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_8
4,40003123,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3"
6,40003148,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
4,40003157,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,"ECON7_1, ECON7_3"
6,40003158,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_1
6,40003167,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
3,40003177,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,40003187,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
2,40003192,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_3
4,40003233,Received,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_2
6,40003236,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
3,40003242,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_8
3,40003247,Received,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
5,40003249,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,40003251,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
3,40003261,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Urban,ECON7_2
2,40003276,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
3,40003280,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_3
5,40003292,Applied,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
4,40003297,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
7,40003300,Received,Did not apply,Sometimes true,Male,"White, non-Hispanic",Rural,"ECON7_1, ECON7_3, ECON7_7"
3,40003306,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,"ECON7_3, ECON7_5"
2,40003307,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
7,40003309,Applied,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
2,40003312,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_3, ECON7_5, ECON7_7"
4,40003313,Applied,Did not apply,Sometimes true,Female,Hispanic,Urban,"ECON7_3, ECON7_5, ECON7_7"
5,40003320,Did not apply,Did not apply,Sometimes true,Male,"White, non-Hispanic",Suburban,"ECON7_2, ECON7_3, ECON7_5, ECON7_7"
3,40003324,Tried to apply,Did not apply,Often true,Female,Hispanic,Urban,ECON7_8
3,40003332,Did not apply,Did not apply,Sometimes true,Male,"White, non-Hispanic",Suburban,"ECON7_2, ECON7_5, ECON7_7"
5,40003338,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3, ECON7_6"
7,40003345,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
2,40003346,Tried to apply,Tried to apply,Sometimes true,Female,Hispanic,Urban,ECON7_2
2,40003352,Did not apply,Did not apply,Sometimes true,Male,Hispanic,Urban,ECON7_5
5,40003355,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,"ECON7_3, ECON7_5"
2,40003362,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_3
2,40003383,Did not apply,Received,Never true,Female,Hispanic,Urban,ECON7_1
5,40003386,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_3, ECON7_4"
2,40003390,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,"ECON7_5, ECON7_6"
6,40003396,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Suburban,ECON7_8
1,40003410,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_1
6,40003427,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_8
2,40003442,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_3, ECON7_7"
7,40003447,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
5,40003448,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
3,40003450,Tried to apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_2
2,40003455,Received,Did not apply,Never true,Female,Hispanic,Urban,ECON7_3
5,40003459,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
3,40003478,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_1
5,40003489,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,ECON7_3
5,40003496,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,ECON7_3
7,40003517,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_1
4,40003520,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_3
4,40003522,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
3,40003529,Did not apply,Did not apply,Often true,Female,Hispanic,Urban,ECON7_8
6,40003532,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
2,40003545,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
1,40003546,Did not apply,Did not apply,Sometimes true,Male,Hispanic,Urban,ECON7_5
7,40003571,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_3
3,40003579,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
5,40003581,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3"
3,40003617,Tried to apply,Did not apply,Never true,Male,Hispanic,Urban,"ECON7_1, ECON7_7"
2,40003632,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
3,40003636,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_3
3,40003637,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_8
5,40003642,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_8
5,40003678,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_8
2,40003688,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Urban,"ECON7_1, ECON7_3, ECON7_5, ECON7_7"
2,40003690,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,"ECON7_1, ECON7_2, ECON7_3, ECON7_5, ECON7_7"
4,40003691,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,ECON7_3
5,40003709,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_3
6,40003710,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
3,40003712,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,"ECON7_1, ECON7_2, ECON7_3"
2,40003715,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,40003732,Did not apply,Did not apply,Sometimes true,Male,"Other, non-Hispanic",Rural,ECON7_2
5,40003750,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
4,40003752,Received,Did not apply,Never true,Male,"White, non-Hispanic",Rural,ECON7_8
3,40003753,Tried to apply,Applied,Sometimes true,Male,"Other, non-Hispanic",Urban,ECON7_4
5,40003757,Applied,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
5,40003762,Applied,Did not apply,Sometimes true,Male,Hispanic,Urban,ECON7_2
6,40003765,Received,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
6,40003775,Did not apply,Did not apply,Sometimes true,Male,"Black, non-Hispanic",Suburban,ECON7_8
5,40003778,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_3
4,40003804,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
3,40003807,Received,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_8
6,40003812,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
6,40003814,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,"ECON7_3, ECON7_6"
6,40003821,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3"
7,40003824,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
5,40003827,Tried to apply,Did not apply,Sometimes true,Female,Hispanic,Urban,ECON7_8
5,40003829,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
3,40003832,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
1,40003841,Did not apply,Did not apply,Sometimes true,Male,Hispanic,Urban,ECON7_1
7,40003857,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,"ECON7_1, ECON7_3"
2,40003866,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_3
2,40003871,Did not apply,Did not apply,Sometimes true,Male,Hispanic,Urban,ECON7_1
2,40003872,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,"ECON7_3, ECON7_5"
4,40003878,Tried to apply,Did not apply,Often true,Female,"White, non-Hispanic",Rural,ECON7_8
2,40003890,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,40003899,Did not apply,Did not apply,Often true,Female,"White, non-Hispanic",Urban,ECON7_2
2,40003916,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,"ECON7_1, ECON7_3"
2,40003926,Did not apply,Did not apply,Never true,Female,Hispanic,Rural,ECON7_3
7,40003938,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_1
4,40003972,Received,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
5,40003974,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3"
4,40003981,Did not apply,Did not apply,Sometimes true,Male,"Black, non-Hispanic",Urban,ECON7_2
6,40003993,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
5,40004006,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Urban,"ECON7_1, ECON7_6"
3,40004018,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,"ECON7_1, ECON7_4, ECON7_5"
3,40004020,Did not apply,Received,Sometimes true,Male,"White, non-Hispanic",Suburban,"ECON7_5, ECON7_7"
5,40004027,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_4, ECON7_5"
7,40004031,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
2,40004045,Received,Did not apply,Often true,Female,"Black, non-Hispanic",Urban,ECON7_3
5,40004046,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_5
2,40004058,Did not apply,Did not apply,Sometimes true,Male,"Black, non-Hispanic",Urban,"ECON7_1, ECON7_3"
4,40004073,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_1
6,40004074,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Urban,ECON7_3
3,40004082,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_3
5,40004096,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
5,40004114,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
2,40004117,Applied,Applied,Sometimes true,Female,Hispanic,Urban,"ECON7_2, ECON7_7"
3,40004120,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3"
3,40004130,Did not apply,Did not apply,Sometimes true,Male,Hispanic,Urban,"ECON7_3, ECON7_5, ECON7_7"
5,40004132,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_2
6,40004141,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,ECON7_2
5,40004145,Received,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
6,40004157,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
2,40004167,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,40004168,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Rural,ECON7_2
2,40004172,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,ECON7_3
3,40004174,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
4,40004176,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_8
7,40004177,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_2, ECON7_3, ECON7_4, ECON7_7"
5,40004181,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_2, ECON7_4"
5,40004191,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
6,40004197,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
3,40004204,Did not apply,Did not apply,Often true,Female,"Black, non-Hispanic",Urban,ECON7_8
1,40004207,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_1
5,40004211,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
5,40004214,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
5,40004216,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,"ECON7_3, ECON7_5"
1,40004220,Tried to apply,Tried to apply,Never true,Male,Hispanic,Urban,ECON7_2
7,40004240,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_2, ECON7_4"
1,40004245,Applied,Did not apply,Sometimes true,Female,Hispanic,Urban,"ECON7_3, ECON7_7"
4,40004258,Did not apply,Did not apply,Often true,Male,Hispanic,Urban,"ECON7_5, ECON7_7"
5,40004262,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_3
4,40004264,Did not apply,Did not apply,Often true,Female,Hispanic,Urban,ECON7_8
6,40004265,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
1,40004274,Did not apply,Did not apply,Sometimes true,Female,"Black, non-Hispanic",Urban,ECON7_3
4,40004276,Did not apply,Did not apply,Often true,Female,Hispanic,Urban,ECON7_8
7,40004287,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3"
5,40004293,Did not apply,Did not apply,Sometimes true,Male,"White, non-Hispanic",Rural,"ECON7_2, ECON7_5, ECON7_7"
2,40004300,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
3,40004308,Received,Did not apply,Never true,Female,"Other, non-Hispanic",Suburban,ECON7_1
5,40004322,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3"
7,40004331,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
2,40004340,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
1,40004342,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_1
7,40004353,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,"ECON7_2, ECON7_3"
3,40004356,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Urban,ECON7_2
3,40004367,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Suburban,"ECON7_1, ECON7_3, ECON7_5"
2,40004375,Received,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_3, ECON7_7"
7,40004376,Did not apply,Did not apply,Sometimes true,Male,"White, non-Hispanic",Urban,ECON7_8
1,40004378,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_7"
5,40004388,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_8
7,40004392,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
7,40004408,Received,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
3,40004410,Did not apply,Did not apply,Never true,Male,Hispanic,Suburban,"ECON7_3, ECON7_4"
4,40004412,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
5,40004419,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_8
4,40004427,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_8
2,40004437,Tried to apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_8
5,40004456,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
5,40004466,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_1
4,40004473,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
2,40004475,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_8
5,40004480,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_3
3,40004497,Applied,Did not apply,Sometimes true,Female,"Black, non-Hispanic",Suburban,ECON7_8
3,40004498,Received,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
2,40004511,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_3
7,40004514,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3, ECON7_4"
5,40004520,Did not apply,Did not apply,Sometimes true,Male,"White, non-Hispanic",Urban,ECON7_8
7,40004521,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
2,40004539,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_1
5,40004563,Did not apply,Did not apply,Often true,Female,"White, non-Hispanic",Suburban,ECON7_8
6,40004573,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_1
5,40004596,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_3"
4,40004615,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3"
2,40004617,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
4,40004624,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Rural,ECON7_8
1,40004647,Did not apply,Did not apply,Often true,Female,Hispanic,Suburban,ECON7_8
2,40004650,Received,Did not apply,Never true,Female,Hispanic,Urban,ECON7_3
6,40004651,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,40004675,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,"ECON7_1, ECON7_3"
5,40004694,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
4,40004707,Applied,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,"ECON7_2, ECON7_3, ECON7_4"
6,40004715,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
1,40004720,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,"ECON7_3, ECON7_5"
2,40004727,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Suburban,ECON7_8
5,40004735,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
3,40004739,Did not apply,Did not apply,Sometimes true,Male,Hispanic,Urban,ECON7_8
5,40004743,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,"ECON7_2, ECON7_3, ECON7_5, ECON7_7"
2,40004750,Tried to apply,Did not apply,Often true,Female,"White, non-Hispanic",Urban,ECON7_8
4,40004753,Received,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,ECON7_2
4,40004771,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,"ECON7_3, ECON7_4, ECON7_5, ECON7_6"
7,40004818,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Rural,"ECON7_1, ECON7_3"
5,40004819,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,40004820,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_3
5,40004864,Did not apply,Did not apply,Sometimes true,Female,"Other, non-Hispanic",Urban,ECON7_1
6,40004878,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,40004880,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_8
5,40004885,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
2,40004897,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,40004907,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
5,40004926,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Rural,"ECON7_3, ECON7_5"
4,40004935,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_2
3,40004941,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
6,40004942,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
1,40004945,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_5
2,40004953,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_1
4,40004974,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
4,40004977,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_8
1,40004983,Received,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_2
5,40004988,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_3
3,40004992,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_SKP
5,40005000,Did not apply,Did not apply,Sometimes true,Male,Hispanic,Urban,ECON7_1
5,40005017,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_2
4,40005022,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_2
2,40005035,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,40005036,Did not apply,Did not apply,Often true,Female,"White, non-Hispanic",Urban,"ECON7_5, ECON7_7"
7,40005038,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,"ECON7_1, ECON7_2, ECON7_3"
6,40005041,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3"
5,40005057,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Rural,ECON7_3
3,40005060,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
6,40005064,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
2,40005068,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
1,40005075,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_2, ECON7_7"
4,40005101,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
5,40005111,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,40005117,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,ECON7_8
3,40005119,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,"ECON7_2, ECON7_3"
6,40005136,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
6,40005139,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_2
1,40005143,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
6,40005152,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
2,40005154,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Suburban,ECON7_3
4,40005174,Did not apply,Did not apply,Never true,Male,Hispanic,Suburban,"ECON7_1, ECON7_2, ECON7_3"
6,40005175,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
4,40005185,Did not apply,Did not apply,Sometimes true,Male,"Black, non-Hispanic",Urban,ECON7_1
7,40005212,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_2, ECON7_3"
4,40005215,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,ECON7_3
1,40005218,Applied,Did not apply,Sometimes true,Male,"Other, non-Hispanic",Urban,ECON7_8
6,40005220,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
6,40005226,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Suburban,ECON7_1
4,40005230,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,ECON7_3
6,40005268,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Urban,ECON7_8
7,40005301,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,40005302,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
4,40005303,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_1
6,40005306,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
2,40005315,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3, ECON7_5"
2,40005318,Received,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
7,40005321,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Rural,"ECON7_1, ECON7_3, ECON7_4"
5,40005326,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,"ECON7_2, ECON7_3"
2,40005328,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_3
5,40005339,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,ECON7_SKP
4,40005343,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
4,40005347,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_2
7,40005360,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
2,40005367,Did not apply,Did not apply,Sometimes true,Male,Hispanic,Urban,ECON7_2
3,40005387,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
1,40005392,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
2,40005418,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_1
2,40005421,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
1,40005428,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_6, ECON7_7"
5,40005430,Did not apply,Did not apply,Sometimes true,Male,Hispanic,Suburban,ECON7_8
6,40005432,Did not apply,Did not apply,Sometimes true,Male,"White, non-Hispanic",Urban,ECON7_8
